ts_code,trade_date,close,pct_chg
932368.CSI,20260107,5203.0917,-1.0496
932368.CSI,20260106,5258.2827,2.1809
932368.CSI,20260105,5146.0539,0.6298
932368.CSI,20251231,5113.8485,-0.007
932368.CSI,20251230,5114.2082,0.8006
932368.CSI,20251229,5073.5873,-0.029
932368.CSI,20251226,5075.0567,0.8448
932368.CSI,20251225,5032.5423,-0.1292
932368.CSI,20251224,5039.0519,0.1969
932368.CSI,20251223,5029.1496,-0.0839
932368.CSI,20251222,5033.3704,0.2047
932368.CSI,20251219,5023.089,0.6749
932368.CSI,20251218,4989.4151,-0.1219
932368.CSI,20251217,4995.5025,1.2323
932368.CSI,20251216,4934.6911,-0.8591
932368.CSI,20251215,4977.4506,-0.1295
932368.CSI,20251212,4983.9061,0.7045
932368.CSI,20251211,4949.042,-0.6131
932368.CSI,20251210,4979.5713,0.3617
932368.CSI,20251209,4961.6258,-1.8925
932368.CSI,20251208,5057.3345,-0.5857
932368.CSI,20251205,5087.1311,1.098
932368.CSI,20251204,5031.8802,-0.0554
932368.CSI,20251203,5034.6707,0.733
932368.CSI,20251202,4998.0327,-0.2697
932368.CSI,20251201,5011.5491,1.5245
932368.CSI,20251128,4936.2942,0.3656
932368.CSI,20251127,4918.3122,0.0872
932368.CSI,20251126,4914.0295,0.0748
932368.CSI,20251125,4910.3589,0.5846
932368.CSI,20251124,4881.8222,-0.5243
932368.CSI,20251121,4907.5509,-1.8583
932368.CSI,20251120,5000.4767,-0.5775
932368.CSI,20251119,5029.5206,0.8634
932368.CSI,20251118,4986.4665,-1.5867
932368.CSI,20251117,5066.8631,-1.1261
932368.CSI,20251114,5124.5723,-1.0717
932368.CSI,20251113,5180.0865,0.8515
932368.CSI,20251112,5136.3511,0.7504
932368.CSI,20251111,5098.0966,-0.5142
932368.CSI,20251110,5124.4473,1.5091
932368.CSI,20251107,5048.2615,0.591
932368.CSI,20251106,5018.6023,2.148
932368.CSI,20251105,4913.0716,0.2169
932368.CSI,20251104,4902.4399,-1.2411
932368.CSI,20251103,4964.0498,0.8679
932368.CSI,20251031,4921.3369,-0.4847
932368.CSI,20251030,4945.3049,0.1519
932368.CSI,20251029,4937.805,1.3647
932368.CSI,20251028,4871.3245,-1.0474
932368.CSI,20251027,4922.8855,1.2514
932368.CSI,20251024,4862.0426,-0.2165
932368.CSI,20251023,4872.5906,1.0227
932368.CSI,20251022,4823.264,0.2279
932368.CSI,20251021,4812.2955,0.5815
932368.CSI,20251020,4784.476,0.1569
932368.CSI,20251017,4776.9794,-1.5476
932368.CSI,20251016,4852.072,-0.3749
932368.CSI,20251015,4870.3289,0.6843
932368.CSI,20251014,4837.2295,0.1925
932368.CSI,20251013,4827.9344,-0.6075
932368.CSI,20251010,4857.4454,0.0272
932368.CSI,20251009,4856.126,2.1391
932368.CSI,20250930,4754.4244,0.5257
932368.CSI,20250929,4729.5619,0.8923
932368.CSI,20250926,4687.7319,0.2312
932368.CSI,20250925,4676.9202,0.0799
932368.CSI,20250924,4673.1874,0.7294
932368.CSI,20250923,4639.3485,-0.3535
932368.CSI,20250922,4655.8089,-1.1952
932368.CSI,20250919,4712.1294,0.721
932368.CSI,20250918,4678.3983,-1.8787
932368.CSI,20250917,4767.9759,0.3822
932368.CSI,20250916,4749.8242,-0.7639
932368.CSI,20250915,4786.3869,-0.2148
932368.CSI,20250912,4796.6882,0.4118
932368.CSI,20250911,4777.0152,1.5274
932368.CSI,20250910,4705.1489,-0.5592
932368.CSI,20250909,4731.6069,-0.2324
932368.CSI,20250908,4742.6274,0.6431
932368.CSI,20250905,4712.3204,1.6662
932368.CSI,20250904,4635.0914,-1.9206
932368.CSI,20250903,4725.8563,-0.8277
932368.CSI,20250902,4765.2975,-0.0293
932368.CSI,20250901,4766.6948,0.5716
932368.CSI,20250829,4739.6034,-0.555
932368.CSI,20250828,4766.0558,0.6227
932368.CSI,20250827,4736.5593,-2.1942
932368.CSI,20250826,4842.8205,1.0314
932368.CSI,20250825,4793.3802,2.6018
932368.CSI,20250822,4671.8265,0.3231
932368.CSI,20250821,4656.7809,0.5493
932368.CSI,20250820,4631.3395,1.1742
932368.CSI,20250819,4577.5894,-0.1983
932368.CSI,20250818,4586.6864,-0.3776
932368.CSI,20250815,4604.0712,1.2617
932368.CSI,20250814,4546.7043,-0.7788
932368.CSI,20250813,4582.393,0.6481
932368.CSI,20250812,4552.8845,0.327
932368.CSI,20250811,4538.0456,-0.0431
932368.CSI,20250808,4540.0042,0.6033
932368.CSI,20250807,4512.7803,0.2488
932368.CSI,20250806,4501.5817,0.785
932368.CSI,20250805,4466.5194,0.8071
932368.CSI,20250804,4430.7571,0.4808
932368.CSI,20250801,4409.5578,-0.0849
932368.CSI,20250731,4413.3037,-2.5278
932368.CSI,20250730,4527.7567,0.4712
932368.CSI,20250729,4506.5206,0.0003
932368.CSI,20250728,4506.5073,-0.8154
932368.CSI,20250725,4543.5553,-0.7197
932368.CSI,20250724,4576.4918,0.7597
932368.CSI,20250723,4541.9854,-0.485
932368.CSI,20250722,4564.1231,2.4392
932368.CSI,20250721,4455.4475,1.831
932368.CSI,20250718,4375.3342,0.7324
932368.CSI,20250717,4343.5208,0.0045
932368.CSI,20250716,4343.3236,-0.1724
932368.CSI,20250715,4350.8262,-0.6242
932368.CSI,20250714,4378.1551,0.2023
932368.CSI,20250711,4369.3175,0.0906
932368.CSI,20250710,4365.3615,0.9712
932368.CSI,20250709,4323.3725,-0.3644
932368.CSI,20250708,4339.186,0.413
932368.CSI,20250707,4321.3391,-0.5643
932368.CSI,20250704,4345.8638,-0.0873
932368.CSI,20250703,4349.66,0.2876
932368.CSI,20250702,4337.1861,0.9996
932368.CSI,20250701,4294.2611,0.5373
932368.CSI,20250630,4271.3129,0.0071
932368.CSI,20250627,4271.0084,0.3214
932368.CSI,20250626,4257.3265,-0.0353
932368.CSI,20250625,4258.8297,-0.5318
932368.CSI,20250624,4281.5979,0.488
932368.CSI,20250623,4260.8054,-0.0758
932368.CSI,20250620,4264.0389,0.532
932368.CSI,20250619,4241.4762,-0.9932
932368.CSI,20250618,4284.0262,-0.0891
932368.CSI,20250617,4287.8453,0.0711
932368.CSI,20250616,4284.7978,-0.5216
932368.CSI,20250613,4307.2624,-0.0664
932368.CSI,20250612,4310.1243,-0.8962
932368.CSI,20250611,4349.1005,0.6048
932368.CSI,20250610,4322.9551,-0.0642
932368.CSI,20250609,4325.7326,0.3599
932368.CSI,20250606,4310.222,0.2022
932368.CSI,20250605,4301.5222,-0.324
932368.CSI,20250604,4315.5055,0.2514
932368.CSI,20250603,4304.6838,-0.5872
932368.CSI,20250530,4330.1102,-0.2045
932368.CSI,20250529,4338.9813,0.093
932368.CSI,20250528,4334.9484,0.9988
932368.CSI,20250527,4292.0804,-0.5174
932368.CSI,20250526,4314.402,-0.3525
932368.CSI,20250523,4329.6653,-0.7422
932368.CSI,20250522,4362.0384,-0.1129
932368.CSI,20250521,4366.9677,1.3015
932368.CSI,20250520,4310.86,0.336
932368.CSI,20250519,4296.4259,0.0616
932368.CSI,20250516,4293.7828,-0.6343
932368.CSI,20250515,4321.1938,-0.4949
932368.CSI,20250514,4342.6872,1.3878
932368.CSI,20250513,4283.2424,0.5229
932368.CSI,20250512,4260.9627,0.6678
932368.CSI,20250509,4232.6962,0.3947
932368.CSI,20250508,4216.0573,-0.0517
932368.CSI,20250507,4218.2364,0.7786
932368.CSI,20250506,4185.6483,0.418
932368.CSI,20250430,4168.2258,-0.2274
932368.CSI,20250429,4177.7275,-0.4604
932368.CSI,20250428,4197.0508,-0.0328
932368.CSI,20250425,4198.4268,-0.1907
932368.CSI,20250424,4206.4504,0.3406
932368.CSI,20250423,4192.1738,-0.0643
932368.CSI,20250422,4194.8716,0.1897
932368.CSI,20250421,4186.9286,-0.227
932368.CSI,20250418,4196.4558,-0.1461
932368.CSI,20250417,4202.5956,-0.0661
932368.CSI,20250416,4205.3764,0.6618
932368.CSI,20250415,4177.7302,0.4302
932368.CSI,20250414,4159.8341,1.0483
932368.CSI,20250411,4116.6796,-1.0789
932368.CSI,20250410,4161.5789,1.1873
932368.CSI,20250409,4112.7465,0.4407
932368.CSI,20250408,4094.7016,3.5448
932368.CSI,20250407,3954.5229,-7.4544
932368.CSI,20250403,4273.0533,-0.788
932368.CSI,20250402,4306.993,-0.3906
932368.CSI,20250401,4323.8803,0.3902
932368.CSI,20250331,4307.0753,0.1414
932368.CSI,20250328,4300.9944,-0.8897
932368.CSI,20250327,4339.6056,0.0815
932368.CSI,20250326,4336.0713,-0.2382
932368.CSI,20250325,4346.4261,0.6121
932368.CSI,20250324,4319.9817,1.0533
932368.CSI,20250321,4274.9518,-0.4629
932368.CSI,20250320,4294.8313,-0.0956
932368.CSI,20250319,4298.9414,-0.0263
932368.CSI,20250318,4300.0734,0.3079
932368.CSI,20250317,4286.8736,-0.1449
932368.CSI,20250314,4293.0936,1.5231
932368.CSI,20250313,4228.6878,1.2305
932368.CSI,20250312,4177.287,-0.1275
932368.CSI,20250311,4182.6208,0.4991
932368.CSI,20250310,4161.8496,0.3137
932368.CSI,20250307,4148.8339,0.4241
932368.CSI,20250306,4131.312,0.4997
932368.CSI,20250305,4110.7725,0.0678
932368.CSI,20250304,4107.9864,-0.7138
932368.CSI,20250303,4137.5184,-0.1042
932368.CSI,20250228,4141.8348,-0.5166
932368.CSI,20250227,4163.3424,0.8094
932368.CSI,20250226,4129.9167,0.2335
932368.CSI,20250225,4120.2947,-1.3263
932368.CSI,20250224,4175.6771,-0.3882
932368.CSI,20250221,4191.9507,-0.297
932368.CSI,20250220,4204.4359,-0.2475
932368.CSI,20250219,4214.8658,-0.4361
932368.CSI,20250218,4233.3291,-0.8076
932368.CSI,20250217,4267.797,-0.9977
932368.CSI,20250214,4310.807,0.168
932368.CSI,20250213,4303.5775,-0.236
932368.CSI,20250212,4313.7571,-0.2697
932368.CSI,20250211,4325.4217,0.2018
932368.CSI,20250210,4316.7125,-0.3847
932368.CSI,20250207,4333.3816,1.0479
932368.CSI,20250206,4288.4424,0.2603
932368.CSI,20250205,4277.3098,-1.9476
932368.CSI,20250127,4362.2698,0.8231
932368.CSI,20250124,4326.6574,0.2582
932368.CSI,20250123,4315.5133,0.2604
932368.CSI,20250122,4304.3068,-1.0713
932368.CSI,20250121,4350.9184,-0.9771
932368.CSI,20250120,4393.85,-0.8197
932368.CSI,20250117,4430.1641,-0.1765
932368.CSI,20250116,4437.9991,1.0143
932368.CSI,20250115,4393.4348,-0.6046
932368.CSI,20250114,4420.1612,1.4468
932368.CSI,20250113,4357.1238,0.1511
932368.CSI,20250110,4350.5514,-1.1476
932368.CSI,20250109,4401.0564,-1.1465
932368.CSI,20250108,4452.0993,0.3526
932368.CSI,20250107,4436.4564,-0.3693
932368.CSI,20250106,4452.9022,-0.392
932368.CSI,20250103,4470.4266,-0.164
932368.CSI,20250102,4477.7716,-1.6858
932368.CSI,20241231,4554.5536,-0.5241
932368.CSI,20241230,4578.5509,0.8766
932368.CSI,20241227,4538.7663,-0.0073
932368.CSI,20241226,4539.0982,-0.5901
932368.CSI,20241225,4566.042,0.5443
932368.CSI,20241224,4541.3243,1.1942
932368.CSI,20241223,4487.7323,0.7423
932368.CSI,20241220,4454.6671,-1.3507
932368.CSI,20241219,4515.6591,-0.6881
932368.CSI,20241218,4546.9446,0.3645
932368.CSI,20241217,4530.4302,0.1047
932368.CSI,20241216,4525.6921,0.2038
932368.CSI,20241213,4516.4873,-2.1987
932368.CSI,20241212,4618.0223,0.8708
932368.CSI,20241211,4578.1539,1.4191
932368.CSI,20241210,4514.0933,0.7587
932368.CSI,20241209,4480.1043,-0.1026
932368.CSI,20241206,4484.7057,0.867
932368.CSI,20241205,4446.1566,-0.4285
932368.CSI,20241204,4465.2911,0.9746
932368.CSI,20241203,4422.1907,0.3499
932368.CSI,20241202,4406.7723,0.897
932368.CSI,20241129,4367.594,1.1153
932368.CSI,20241128,4319.4201,-1.113
932368.CSI,20241127,4368.0365,1.2071
932368.CSI,20241126,4315.9387,-0.1254
932368.CSI,20241125,4321.3561,-0.3341
932368.CSI,20241122,4335.8439,-2.9755
932368.CSI,20241121,4468.8114,-0.0944
932368.CSI,20241120,4473.0334,0.5352
932368.CSI,20241119,4449.2226,0.5106
932368.CSI,20241118,4426.6224,-0.4511
932368.CSI,20241115,4446.6821,-0.9109
932368.CSI,20241114,4487.5612,-1.8017
932368.CSI,20241113,4569.8983,0.4088
932368.CSI,20241112,4551.2928,-0.8609
932368.CSI,20241111,4590.8163,-0.5065
932368.CSI,20241108,4614.1886,-1.0656
932368.CSI,20241107,4663.8856,2.8862
932368.CSI,20241106,4533.0522,-0.604
932368.CSI,20241105,4560.5987,1.6339
932368.CSI,20241104,4487.2823,0.6415
932368.CSI,20241101,4458.679,1.3166
932368.CSI,20241031,4400.7369,-0.7785
932368.CSI,20241030,4435.2675,-1.4355
932368.CSI,20241029,4499.8612,-1.788
932368.CSI,20241028,4581.7823,1.2015
932368.CSI,20241025,4527.3845,-0.0852
932368.CSI,20241024,4531.2438,-0.4759
932368.CSI,20241023,4552.9132,0.2591
932368.CSI,20241022,4541.1458,1.103
932368.CSI,20241021,4491.602,0.2546
932368.CSI,20241018,4480.1946,1.785
932368.CSI,20241017,4401.6255,-1.4368
932368.CSI,20241016,4465.7908,-0.3851
932368.CSI,20241015,4483.0559,-3.3222
932368.CSI,20241014,4637.1101,1.9383
932368.CSI,20241011,4548.9388,-2.0747
932368.CSI,20241010,4645.3149,2.4616
932368.CSI,20241009,4533.714,-7.7079
932368.CSI,20241008,4912.3539,2.1874
932368.CSI,20240930,4807.2015,7.8664
932368.CSI,20240927,4456.6266,3.9725
932368.CSI,20240926,4286.35,4.8315
932368.CSI,20240925,4088.8007,1.1808
932368.CSI,20240924,4041.0845,4.4826
932368.CSI,20240923,3867.712,1.0026
932368.CSI,20240920,3829.3182,0.2522
932368.CSI,20240919,3819.6859,1.6945
932368.CSI,20240918,3756.0406,1.5311
932368.CSI,20240913,3699.3999,0.1563
932368.CSI,20240912,3693.6274,-0.085
932368.CSI,20240911,3696.7689,-0.2059
932368.CSI,20240910,3704.3945,-0.235
932368.CSI,20240909,3713.1206,-2.0728
932368.CSI,20240906,3791.7152,-1.0958
932368.CSI,20240905,3833.7262,-0.5246
932368.CSI,20240904,3853.9439,-1.1063
932368.CSI,20240903,3897.0555,0.3401
932368.CSI,20240902,3883.847,-0.6445
932368.CSI,20240830,3909.0415,1.4688
932368.CSI,20240829,3852.4552,-0.2727
932368.CSI,20240828,3862.9883,-1.183
932368.CSI,20240827,3909.2341,-0.122
932368.CSI,20240826,3914.0085,0.4129
932368.CSI,20240823,3897.9135,0.9558
932368.CSI,20240822,3861.0092,-0.5199
932368.CSI,20240821,3881.1863,0.0542
932368.CSI,20240820,3879.0857,-1.6601
932368.CSI,20240819,3944.5683,0.4502
932368.CSI,20240816,3926.8895,0.356
932368.CSI,20240815,3912.9586,0.7368
932368.CSI,20240814,3884.339,-0.8887
932368.CSI,20240813,3919.1686,0.3185
932368.CSI,20240812,3906.7275,0.4573
932368.CSI,20240809,3888.9431,-0.155
932368.CSI,20240808,3894.9819,0.2337
932368.CSI,20240807,3885.9008,0.9078
932368.CSI,20240806,3850.9415,-0.2509
932368.CSI,20240805,3860.629,-1.822
932368.CSI,20240802,3932.2756,-1.2709
932368.CSI,20240801,3982.894,-0.5873
932368.CSI,20240731,4006.4255,3.2382
932368.CSI,20240730,3880.7597,-2.3549
932368.CSI,20240729,3974.3511,-0.2364
932368.CSI,20240726,3983.7684,2.5358
932368.CSI,20240725,3885.2476,-0.8305
932368.CSI,20240724,3917.7854,-1.3056
932368.CSI,20240723,3969.6108,-2.8501
932368.CSI,20240722,4086.0668,-0.9022
932368.CSI,20240719,4123.2687,-0.85
932368.CSI,20240718,4158.617,0.8299
932368.CSI,20240717,4124.3904,-2.001
932368.CSI,20240716,4208.6036,-0.0705
932368.CSI,20240715,4211.572,0.4729
932368.CSI,20240712,4191.7475,-0.6006
932368.CSI,20240711,4217.0773,1.2532
932368.CSI,20240710,4164.8832,-1.5788
932368.CSI,20240709,4231.6926,1.2544
932368.CSI,20240708,4179.267,-0.3193
932368.CSI,20240705,4192.654,-0.076
932368.CSI,20240704,4195.8419,-0.3252
932368.CSI,20240703,4209.5307,-0.8721
932368.CSI,20240702,4246.5646,-1.065
932368.CSI,20240701,4292.2778,1.3595
932368.CSI,20240628,4234.708,0.7662
932368.CSI,20240627,4202.509,-1.2058
932368.CSI,20240626,4253.8024,0.0226
932368.CSI,20240625,4252.8392,0.128
932368.CSI,20240624,4247.4028,-1.0417
932368.CSI,20240621,4292.1145,-0.0574
932368.CSI,20240620,4294.5787,-0.1826
932368.CSI,20240619,4302.4354,-0.5531
932368.CSI,20240618,4326.3636,0.5025
932368.CSI,20240617,4304.7344,-1.0713
932368.CSI,20240614,4351.3499,-0.1032
932368.CSI,20240613,4355.8452,-1.1154
932368.CSI,20240612,4404.9784,1.848
932368.CSI,20240611,4325.053,-2.3522
932368.CSI,20240607,4429.2392,0.1135
932368.CSI,20240606,4424.2199,1.3959
932368.CSI,20240605,4363.3132,-1.2595
932368.CSI,20240604,4418.9684,0.5442
932368.CSI,20240603,4395.0488,0.9912
932368.CSI,20240531,4351.911,-0.3617
932368.CSI,20240530,4367.707,-1.3896
932368.CSI,20240529,4429.2578,1.2257
932368.CSI,20240528,4375.6279,0.5905
932368.CSI,20240527,4349.9406,2.3747
932368.CSI,20240524,4249.0402,-0.4922
932368.CSI,20240523,4270.0578,-1.2083
932368.CSI,20240522,4322.2833,-0.8088
932368.CSI,20240521,4357.5265,-0.1742
932368.CSI,20240520,4365.1293,2.5814
932368.CSI,20240517,4255.2842,0.294
932368.CSI,20240516,4242.8117,-0.9611
932368.CSI,20240515,4283.9832,-0.4671
932368.CSI,20240514,4304.089,-0.3168
932368.CSI,20240513,4317.7657,0.2941
932368.CSI,20240510,4305.1061,0.325
932368.CSI,20240509,4291.1603,1.787
932368.CSI,20240508,4215.8251,0.5735
932368.CSI,20240507,4191.787,0.7798
932368.CSI,20240506,4159.3543,0.9004
932368.CSI,20240430,4122.2378,0.7386
932368.CSI,20240429,4092.0138,-0.3022
932368.CSI,20240426,4104.4167,0.9483
932368.CSI,20240425,4065.86,0.3208
932368.CSI,20240424,4052.857,0.3536
932368.CSI,20240423,4038.5786,-2.1896
932368.CSI,20240422,4128.9867,-2.2326
932368.CSI,20240419,4223.2741,0.6869
932368.CSI,20240418,4194.464,-0.3466
932368.CSI,20240417,4209.0545,1.3431
932368.CSI,20240416,4153.2704,-1.3346
932368.CSI,20240415,4209.4487,2.3037
932368.CSI,20240412,4114.6577,0.0155
932368.CSI,20240411,4114.0197,0.9904
932368.CSI,20240410,4073.6752,0.5122
932368.CSI,20240409,4052.9174,-0.3462
932368.CSI,20240408,4066.9984,-0.6207
932368.CSI,20240403,4092.4007,1.5616
932368.CSI,20240402,4029.4779,0.8343
932368.CSI,20240401,3996.1369,0.123
932368.CSI,20240329,3991.2296,1.7797
932368.CSI,20240328,3921.4393,0.7917
932368.CSI,20240327,3890.6384,-0.4951
932368.CSI,20240326,3909.9971,-0.5759
932368.CSI,20240325,3932.6457,0.6171
932368.CSI,20240322,3908.5252,-1.0961
932368.CSI,20240321,3951.8398,-0.1684
932368.CSI,20240320,3958.506,0.1522
932368.CSI,20240319,3952.4896,-0.4861
932368.CSI,20240318,3971.7973,0.1309
932368.CSI,20240315,3966.6041,0.2542
932368.CSI,20240314,3956.5463,0.7306
932368.CSI,20240313,3927.8512,0.0268
932368.CSI,20240312,3926.7989,-2.3728
932368.CSI,20240311,4022.2384,-1.1228
932368.CSI,20240308,4067.9145,1.5661
932368.CSI,20240307,4005.1882,1.0283
932368.CSI,20240306,3964.4202,0.1676
932368.CSI,20240305,3957.7851,0.1746
932368.CSI,20240304,3950.8873,2.4172
932368.CSI,20240301,3857.6416,0.1735
932368.CSI,20240229,3850.9609,1.3595
932368.CSI,20240228,3799.3103,-0.9111
932368.CSI,20240227,3834.2459,0.7521
932368.CSI,20240226,3805.6246,-1.566
932368.CSI,20240223,3866.1678,-0.6686
932368.CSI,20240222,3892.1903,2.6509
932368.CSI,20240221,3791.6771,-0.0844
932368.CSI,20240220,3794.8816,0.3585
932368.CSI,20240219,3781.3245,3.4392
932368.CSI,20240208,3655.5999,-0.7246
932368.CSI,20240207,3682.2805,2.5203
932368.CSI,20240206,3591.756,2.1246
932368.CSI,20240205,3517.0334,1.0634
932368.CSI,20240202,3480.0271,-0.1603
932368.CSI,20240201,3485.6133,-1.0999
932368.CSI,20240131,3524.379,0.0861
932368.CSI,20240130,3521.3485,-1.411
932368.CSI,20240129,3571.7456,-0.5539
932368.CSI,20240126,3591.6409,0.8918
932368.CSI,20240125,3559.8937,3.5335
932368.CSI,20240124,3438.3984,2.2844
932368.CSI,20240123,3361.6063,1.4683
932368.CSI,20240122,3312.9608,-2.4554
932368.CSI,20240119,3396.3553,-1.0656
932368.CSI,20240118,3432.9358,0.1215
932368.CSI,20240117,3428.7708,-1.5235
932368.CSI,20240116,3481.8149,0.1079
932368.CSI,20240115,3478.0611,0.9667
932368.CSI,20240112,3444.7592,0.6891
932368.CSI,20240111,3421.1855,-0.2464
932368.CSI,20240110,3429.6356,-0.7817
932368.CSI,20240109,3456.6559,0.2437
932368.CSI,20240108,3448.2514,-0.2261
932368.CSI,20240105,3456.0642,-0.564
932368.CSI,20240104,3475.6666,0.5027
932368.CSI,20240103,3458.2834,1.0152
932368.CSI,20240102,3423.5293,1.4154
932368.CSI,20231229,3375.7475,0.8529
932368.CSI,20231228,3347.1992,0.2436
932368.CSI,20231227,3339.064,1.0083
932368.CSI,20231226,3305.7322,-0.4126
932368.CSI,20231225,3319.4269,0.2971
932368.CSI,20231222,3309.5946,1.0097
932368.CSI,20231221,3276.5118,0.4701
932368.CSI,20231220,3261.1809,-0.3214
932368.CSI,20231219,3271.6954,0.0689
932368.CSI,20231218,3269.4437,0.4355
932368.CSI,20231215,3255.2666,-0.5563
932368.CSI,20231214,3273.4759,0.0269
932368.CSI,20231213,3272.5968,-1.4499
932368.CSI,20231212,3320.7427,0.6149
932368.CSI,20231211,3300.4497,0.7837
932368.CSI,20231208,3274.7849,-0.2587
932368.CSI,20231207,3283.2779,-0.4385
932368.CSI,20231206,3297.7371,0.078
932368.CSI,20231205,3295.1664,-1.5749
932368.CSI,20231204,3347.8912,0.6058
932368.CSI,20231201,3327.7309,0.0754
932368.CSI,20231130,3325.2248,0.1155
932368.CSI,20231129,3321.3901,0.4241
932368.CSI,20231128,3307.3636,0.0147
932368.CSI,20231127,3306.8768,0.4844
932368.CSI,20231124,3290.9341,0.4119
932368.CSI,20231123,3277.4347,1.0862
932368.CSI,20231122,3242.217,-0.5995
932368.CSI,20231121,3261.7712,0.2315
932368.CSI,20231120,3254.2364,0.0129
932368.CSI,20231117,3253.8179,-0.0386
932368.CSI,20231116,3255.0732,-0.1493
932368.CSI,20231115,3259.9406,0.7687
932368.CSI,20231114,3235.0715,-0.4684
932368.CSI,20231113,3250.2967,-0.2061
932368.CSI,20231110,3257.0089,0.3824
932368.CSI,20231109,3244.6014,1.8389
932368.CSI,20231108,3186.0152,-0.3289
932368.CSI,20231107,3196.5272,0.0457
932368.CSI,20231106,3195.0683,-1.0429
932368.CSI,20231103,3228.7424,0.1375
932368.CSI,20231102,3224.3091,-0.2086
