ts_code,trade_date,close,pct_chg
H00300.CSI,20250915,6647.7299,0.2445
H00300.CSI,20250911,6669.2567,2.314
H00300.CSI,20250910,6518.4177,0.207
H00300.CSI,20250909,6504.9555,-0.7009
H00300.CSI,20250908,6550.8731,0.1651
H00300.CSI,20250905,6540.0748,2.1859
H00300.CSI,20250904,6400.172,-2.1101
H00300.CSI,20250903,6538.1314,-0.682
H00300.CSI,20250902,6583.0251,-0.7352
H00300.CSI,20250901,6631.7819,0.6089
H00300.CSI,20250829,6591.6467,0.7767
H00300.CSI,20250828,6540.8439,1.7705
H00300.CSI,20250827,6427.0543,-1.4907
H00300.CSI,20250826,6524.3134,-0.3721
H00300.CSI,20250825,6548.6829,2.098
H00300.CSI,20250822,6414.1154,2.1166
H00300.CSI,20250821,6281.1668,0.3913
H00300.CSI,20250820,6256.6841,1.1545
H00300.CSI,20250819,6185.2761,-0.372
H00300.CSI,20250818,6208.3686,0.8819
H00300.CSI,20250815,6154.0976,0.7065
H00300.CSI,20250814,6110.9225,-0.0635
H00300.CSI,20250813,6114.807,0.7934
H00300.CSI,20250812,6066.6716,0.517
H00300.CSI,20250811,6035.4665,0.4274
H00300.CSI,20250808,6009.7819,-0.1983
H00300.CSI,20250807,6021.7218,0.0287
H00300.CSI,20250806,6019.9937,0.2446
H00300.CSI,20250805,6005.3074,0.8045
H00300.CSI,20250804,5957.3819,0.3909
H00300.CSI,20250801,5934.1853,-0.5059
H00300.CSI,20250731,5964.3565,-1.8028
H00300.CSI,20250730,6073.8558,-0.0178
H00300.CSI,20250729,6074.94,0.4081
H00300.CSI,20250728,6050.2478,0.2347
H00300.CSI,20250725,6036.0816,-0.4844
H00300.CSI,20250724,6065.461,0.7185
H00300.CSI,20250723,6022.1899,0.0263
H00300.CSI,20250722,6020.6086,0.8306
H00300.CSI,20250721,5971.0153,0.6759
H00300.CSI,20250718,5930.9302,0.7148
H00300.CSI,20250717,5888.8388,0.7429
H00300.CSI,20250716,5845.4105,-0.2487
H00300.CSI,20250715,5859.9851,0.0513
H00300.CSI,20250714,5856.9799,0.1144
H00300.CSI,20250711,5850.2844,0.2597
H00300.CSI,20250710,5835.1281,0.5201
H00300.CSI,20250709,5804.9368,-0.1643
H00300.CSI,20250708,5814.4891,0.8399
H00300.CSI,20250707,5766.0601,-0.3841
H00300.CSI,20250703,5767.3218,0.6306
H00300.CSI,20250702,5731.1817,0.0234
H00300.CSI,20250701,5729.8406,0.1725
H00300.CSI,20250630,5719.9725,0.4582
H00300.CSI,20250627,5693.8808,-0.5457
H00300.CSI,20250626,5725.1256,-0.2495
H00300.CSI,20250625,5739.4465,1.5167
H00300.CSI,20250624,5653.6975,1.1988
H00300.CSI,20250623,5586.7225,0.3058
H00300.CSI,20250620,5569.6891,0.1865
H00300.CSI,20250619,5559.3183,-0.8103
H00300.CSI,20250618,5604.7358,0.1418
H00300.CSI,20250617,5596.7994,-0.0792
H00300.CSI,20250616,5601.2353,0.2537
H00300.CSI,20250613,5587.0594,-0.6749
H00300.CSI,20250612,5625.0204,0.0567
H00300.CSI,20250611,5621.8316,0.7919
H00300.CSI,20250610,5577.6595,-0.5091
H00300.CSI,20250609,5606.202,0.298
H00300.CSI,20250606,5589.5462,-0.0281
H00300.CSI,20250605,5591.119,0.2426
H00300.CSI,20250604,5577.5902,0.4343
H00300.CSI,20250603,5553.4702,0.3068
H00300.CSI,20250530,5536.4863,-0.4645
H00300.CSI,20250529,5562.3259,0.5931
H00300.CSI,20250528,5529.5325,-0.0746
H00300.CSI,20250527,5533.6631,-0.5349
H00300.CSI,20250526,5563.4223,-0.5641
H00300.CSI,20250523,5594.9834,-0.7969
H00300.CSI,20250522,5639.9267,-0.0609
H00300.CSI,20250521,5643.3613,0.4943
H00300.CSI,20250520,5615.6024,0.558
H00300.CSI,20250519,5584.4405,-0.304
H00300.CSI,20250516,5601.4702,-0.4628
H00300.CSI,20250515,5627.5163,-0.8918
H00300.CSI,20250514,5678.1549,1.2149
H00300.CSI,20250513,5609.9963,0.154
H00300.CSI,20250512,5601.3686,1.1596
H00300.CSI,20250509,5537.1582,-0.1512
H00300.CSI,20250508,5545.543,0.5551
H00300.CSI,20250507,5514.9297,0.6061
H00300.CSI,20250506,5481.7036,1.0072
H00300.CSI,20250430,5427.0398,-0.0965
H00300.CSI,20250429,5432.2829,-0.1727
H00300.CSI,20250428,5441.6788,-0.1419
H00300.CSI,20250425,5449.4132,0.0824
H00300.CSI,20250424,5444.9268,-0.0667
H00300.CSI,20250423,5448.5598,0.0774
H00300.CSI,20250422,5444.3438,0.0358
H00300.CSI,20250421,5442.3938,0.3276
H00300.CSI,20250418,5424.6244,0.0344
H00300.CSI,20250417,5422.76,-0.0142
H00300.CSI,20250416,5423.5288,0.322
H00300.CSI,20250415,5406.1201,0.0557
H00300.CSI,20250414,5403.1124,0.23
H00300.CSI,20250411,5390.7147,0.4123
H00300.CSI,20250410,5368.5776,1.3106
H00300.CSI,20250409,5299.1249,0.9871
H00300.CSI,20250408,5247.3304,1.7083
H00300.CSI,20250407,5159.1958,-7.0455
H00300.CSI,20250403,5550.2387,-0.5891
H00300.CSI,20250402,5583.1282,-0.0848
H00300.CSI,20250401,5587.8689,0.0185
H00300.CSI,20250331,5586.834,-0.7116
H00300.CSI,20250328,5626.8753,-0.4354
H00300.CSI,20250327,5651.4838,0.3331
H00300.CSI,20250326,5632.7217,-0.329
H00300.CSI,20250325,5651.3163,-0.0649
H00300.CSI,20250324,5654.9861,0.5148
H00300.CSI,20250321,5626.023,-1.5169
H00300.CSI,20250320,5712.6781,-0.8772
H00300.CSI,20250319,5763.2317,0.061
H00300.CSI,20250318,5759.7177,0.2736
H00300.CSI,20250317,5744.002,-0.2438
H00300.CSI,20250314,5758.0417,2.4281
H00300.CSI,20250313,5621.5445,-0.3986
H00300.CSI,20250312,5644.0391,-0.3599
H00300.CSI,20250311,5664.4241,0.3211
H00300.CSI,20250310,5646.2958,-0.3857
H00300.CSI,20250307,5668.1586,-0.3089
H00300.CSI,20250306,5685.7243,1.3752
H00300.CSI,20250305,5608.5975,0.4466
H00300.CSI,20250304,5583.6633,-0.0837
H00300.CSI,20250303,5588.3383,-0.0405
H00300.CSI,20250228,5590.6017,-1.9674
H00300.CSI,20250227,5702.7963,0.2064
H00300.CSI,20250226,5691.0482,0.8735
H00300.CSI,20250225,5641.767,-1.1101
H00300.CSI,20250224,5705.0972,-0.2194
H00300.CSI,20250221,5717.6394,1.2611
H00300.CSI,20250220,5646.4312,-0.2859
H00300.CSI,20250219,5662.6197,0.6997
H00300.CSI,20250218,5623.2743,-0.8769
H00300.CSI,20250217,5673.0219,0.213
H00300.CSI,20250214,5660.9645,0.8673
H00300.CSI,20250213,5612.2899,-0.3756
H00300.CSI,20250212,5633.4476,0.9458
H00300.CSI,20250211,5580.6659,-0.4595
H00300.CSI,20250210,5606.4292,0.2147
H00300.CSI,20250207,5594.416,1.2978
H00300.CSI,20250206,5522.7432,1.2581
H00300.CSI,20250205,5454.1239,-0.5762
H00300.CSI,20250127,5485.7346,-0.4048
H00300.CSI,20250124,5508.0326,0.8284
H00300.CSI,20250123,5462.7764,0.2152
H00300.CSI,20250122,5451.0478,-0.9125
H00300.CSI,20250121,5501.2478,0.0774
H00300.CSI,20250120,5496.9929,0.465
H00300.CSI,20250117,5471.5482,0.3168
H00300.CSI,20250116,5454.2664,0.1148
H00300.CSI,20250115,5448.0124,-0.6416
H00300.CSI,20250114,5483.1939,2.6333
H00300.CSI,20250113,5342.5074,-0.2671
H00300.CSI,20250110,5356.8128,-1.2236
H00300.CSI,20250109,5423.1688,-0.2464
H00300.CSI,20250108,5436.5665,-0.1532
H00300.CSI,20250107,5444.9054,0.745
H00300.CSI,20250106,5404.64,-0.1641
H00300.CSI,20250103,5413.5238,-1.1839
H00300.CSI,20250102,5478.3833,-2.9102
H00300.CSI,20241231,5642.5969,-1.604
H00300.CSI,20241230,5734.5784,0.4645
H00300.CSI,20241227,5708.0619,-0.1576
H00300.CSI,20241226,5717.0748,0.0471
H00300.CSI,20241225,5714.3827,0.0499
H00300.CSI,20241224,5711.5345,1.2741
H00300.CSI,20241223,5639.6811,0.1484
H00300.CSI,20241220,5631.3257,-0.365
H00300.CSI,20241219,5651.9577,0.0907
H00300.CSI,20241218,5646.8387,0.5096
H00300.CSI,20241217,5618.2056,0.2605
H00300.CSI,20241216,5603.6062,-0.5425
H00300.CSI,20241213,5634.1739,-2.3631
H00300.CSI,20241212,5770.5356,0.9955
H00300.CSI,20241211,5713.6569,-0.1652
H00300.CSI,20241210,5723.1119,0.7336
H00300.CSI,20241209,5681.4303,-0.1654
H00300.CSI,20241206,5690.8402,1.3146
H00300.CSI,20241205,5617.0004,-0.2282
H00300.CSI,20241204,5629.8464,-0.5399
H00300.CSI,20241203,5660.4043,0.1079
H00300.CSI,20241202,5654.3037,0.7937
H00300.CSI,20241129,5609.779,1.1427
H00300.CSI,20241128,5546.4008,-0.8665
H00300.CSI,20241127,5594.8782,1.7411
H00300.CSI,20241126,5499.1349,-0.2055
H00300.CSI,20241125,5510.4565,-0.4487
H00300.CSI,20241122,5535.2916,-3.0983
H00300.CSI,20241121,5712.2729,0.0918
H00300.CSI,20241120,5707.0362,0.2233
H00300.CSI,20241119,5694.3191,0.6711
H00300.CSI,20241118,5656.3598,-0.461
H00300.CSI,20241115,5682.5551,-1.7502
H00300.CSI,20241114,5783.785,-1.7337
H00300.CSI,20241113,5885.8285,0.6304
H00300.CSI,20241112,5848.9587,-1.0987
H00300.CSI,20241111,5913.9344,0.6619
H00300.CSI,20241108,5875.047,-1.0031
H00300.CSI,20241107,5934.5765,3.039
H00300.CSI,20241106,5759.5463,-0.4953
H00300.CSI,20241105,5788.2171,2.5302
H00300.CSI,20241104,5645.3775,1.4072
H00300.CSI,20241101,5567.0364,-0.0171
H00300.CSI,20241031,5567.9901,0.0466
H00300.CSI,20241030,5565.3988,-0.8883
H00300.CSI,20241029,5615.28,-0.9966
H00300.CSI,20241028,5671.8068,0.1955
H00300.CSI,20241025,5660.7384,0.7102
H00300.CSI,20241024,5620.8179,-1.1113
H00300.CSI,20241023,5683.9856,0.3952
H00300.CSI,20241022,5661.6133,0.5755
H00300.CSI,20241021,5629.2185,0.2572
H00300.CSI,20241018,5614.7775,3.6904
H00300.CSI,20241017,5414.9448,-1.1318
H00300.CSI,20241016,5476.9347,-0.6316
H00300.CSI,20241015,5511.745,-2.6588
H00300.CSI,20241014,5662.2918,1.9082
H00300.CSI,20241011,5556.2665,-2.7642
H00300.CSI,20241010,5714.2198,1.0883
H00300.CSI,20241009,5652.7031,-7.0501
H00300.CSI,20241008,6081.4499,5.9296
H00300.CSI,20240930,5741.0312,8.4867
H00300.CSI,20240927,5291.9203,4.4669
H00300.CSI,20240926,5065.6451,4.2426
H00300.CSI,20240925,4859.4757,1.4862
H00300.CSI,20240924,4788.3111,4.3319
H00300.CSI,20240923,4589.5007,0.3659
H00300.CSI,20240920,4572.7667,0.1632
H00300.CSI,20240919,4565.3162,0.8046
H00300.CSI,20240918,4528.8747,0.3723
H00300.CSI,20240913,4512.0744,-0.4035
H00300.CSI,20240912,4530.3565,-0.4286
H00300.CSI,20240911,4549.8564,-0.281
H00300.CSI,20240910,4562.6759,0.0878
H00300.CSI,20240909,4558.673,-1.1728
H00300.CSI,20240906,4612.7699,-0.8107
H00300.CSI,20240905,4650.4734,0.1791
H00300.CSI,20240904,4642.1596,-0.6476
H00300.CSI,20240903,4672.4203,0.2578
H00300.CSI,20240902,4660.4058,-1.6863
H00300.CSI,20240830,4740.3426,1.3348
H00300.CSI,20240829,4677.901,-0.2682
H00300.CSI,20240828,4690.4809,-0.5083
H00300.CSI,20240827,4714.4465,-0.5682
H00300.CSI,20240826,4741.3885,-0.0623
H00300.CSI,20240823,4744.3457,0.4493
H00300.CSI,20240822,4723.1227,-0.254
H00300.CSI,20240821,4735.1487,-0.3278
H00300.CSI,20240820,4750.7218,-0.7139
H00300.CSI,20240819,4784.8802,0.3402
H00300.CSI,20240816,4768.6587,0.1505
H00300.CSI,20240815,4761.4939,1.0046
H00300.CSI,20240814,4714.1359,-0.7335
H00300.CSI,20240813,4748.9716,0.257
H00300.CSI,20240812,4736.7957,-0.173
H00300.CSI,20240809,4745.0035,-0.3086
H00300.CSI,20240808,4759.6898,0.0562
H00300.CSI,20240807,4757.0179,-0.0446
H00300.CSI,20240806,4759.1389,-0.008
H00300.CSI,20240805,4759.5207,-1.213
H00300.CSI,20240802,4817.9606,-1.0199
H00300.CSI,20240801,4867.6077,-0.6575
H00300.CSI,20240731,4899.8242,2.1581
H00300.CSI,20240730,4796.314,-0.6069
H00300.CSI,20240729,4825.6017,-0.5282
H00300.CSI,20240726,4851.2242,0.4179
H00300.CSI,20240725,4831.0343,-0.5452
H00300.CSI,20240724,4857.5192,-0.6008
H00300.CSI,20240723,4886.8814,-2.1158
H00300.CSI,20240722,4992.5137,-0.6782
H00300.CSI,20240719,5026.6051,0.5905
H00300.CSI,20240718,4997.0988,0.5805
H00300.CSI,20240717,4968.2559,0.1267
H00300.CSI,20240716,4961.9689,0.746
H00300.CSI,20240715,4925.229,0.1324
H00300.CSI,20240712,4918.7155,0.2675
H00300.CSI,20240711,4905.5909,1.3499
H00300.CSI,20240710,4840.2508,-0.2031
H00300.CSI,20240709,4850.1012,1.2221
H00300.CSI,20240708,4791.5451,-0.7944
H00300.CSI,20240705,4829.9131,-0.4019
H00300.CSI,20240704,4849.4018,-0.4988
H00300.CSI,20240703,4873.7132,-0.2274
H00300.CSI,20240702,4884.8226,-0.1839
H00300.CSI,20240701,4893.8233,0.4795
H00300.CSI,20240628,4870.4693,0.2961
H00300.CSI,20240627,4856.0897,-0.6883
H00300.CSI,20240626,4889.7442,0.7119
H00300.CSI,20240625,4855.1825,-0.5438
H00300.CSI,20240624,4881.7308,-0.521
H00300.CSI,20240621,4907.3,-0.1949
H00300.CSI,20240620,4916.8841,-0.6996
H00300.CSI,20240619,4951.5237,-0.322
H00300.CSI,20240618,4967.5216,0.2694
H00300.CSI,20240617,4954.1757,-0.1432
H00300.CSI,20240614,4961.2822,0.5816
H00300.CSI,20240613,4932.5939,-0.4559
H00300.CSI,20240612,4955.1859,0.0453
H00300.CSI,20240611,4952.9401,-0.8533
H00300.CSI,20240607,4995.5657,-0.4437
H00300.CSI,20240606,5017.8284,-0.0455
H00300.CSI,20240605,5020.1124,-0.5336
H00300.CSI,20240604,5047.0456,0.761
H00300.CSI,20240603,5008.9263,0.2521
H00300.CSI,20240531,4996.3309,-0.3983
H00300.CSI,20240530,5016.3091,-0.5147
H00300.CSI,20240529,5042.261,0.1352
H00300.CSI,20240528,5035.4547,-0.7219
H00300.CSI,20240527,5072.0711,0.9588
H00300.CSI,20240524,5023.9034,-1.0919
H00300.CSI,20240523,5079.363,-1.1566
H00300.CSI,20240522,5138.7988,0.2383
H00300.CSI,20240521,5126.5838,-0.3735
H00300.CSI,20240520,5145.8018,0.3533
H00300.CSI,20240517,5127.6879,1.0445
H00300.CSI,20240516,5074.6812,0.3949
H00300.CSI,20240515,5054.7191,-0.7666
H00300.CSI,20240514,5093.7671,-0.1973
H00300.CSI,20240513,5103.8353,-0.0433
H00300.CSI,20240510,5106.0448,0.0599
H00300.CSI,20240509,5102.9875,0.9459
H00300.CSI,20240508,5055.1713,-0.7863
H00300.CSI,20240507,5095.2362,0.0309
H00300.CSI,20240506,5093.6615,1.4838
H00300.CSI,20240430,5019.1862,-0.4671
H00300.CSI,20240429,5042.7406,1.1107
H00300.CSI,20240426,4987.3481,1.5334
H00300.CSI,20240425,4912.0278,0.2459
H00300.CSI,20240424,4899.9792,0.4391
H00300.CSI,20240423,4878.5558,-0.6915
H00300.CSI,20240422,4912.525,-0.2868
H00300.CSI,20240419,4926.6559,-0.7844
H00300.CSI,20240418,4965.6041,0.1314
H00300.CSI,20240417,4959.0891,1.5462
H00300.CSI,20240416,4883.5798,-1.0696
H00300.CSI,20240415,4936.3798,2.107
H00300.CSI,20240412,4834.515,-0.8106
H00300.CSI,20240411,4874.0245,-0.0132
H00300.CSI,20240410,4874.6698,-0.8144
H00300.CSI,20240409,4914.6975,-0.0826
H00300.CSI,20240408,4918.7597,-0.88
H00300.CSI,20240403,4962.4274,-0.3595
H00300.CSI,20240402,4980.332,-0.4164
H00300.CSI,20240401,5001.1546,1.6442
H00300.CSI,20240329,4920.2572,0.4718
H00300.CSI,20240328,4897.1505,0.519
H00300.CSI,20240327,4871.8673,-1.1558
H00300.CSI,20240326,4928.8369,0.5101
H00300.CSI,20240325,4903.8248,-0.5427
H00300.CSI,20240322,4930.5832,-1.0077
H00300.CSI,20240321,4980.7763,-0.1198
H00300.CSI,20240320,4986.748,0.2167
H00300.CSI,20240319,4975.964,-0.7187
H00300.CSI,20240318,5011.984,0.9394
H00300.CSI,20240315,4965.3417,0.2181
H00300.CSI,20240314,4954.5345,-0.2838
H00300.CSI,20240313,4968.6352,-0.6986
H00300.CSI,20240312,5003.5914,0.2293
H00300.CSI,20240311,4992.1442,1.2512
H00300.CSI,20240308,4930.4547,0.4304
H00300.CSI,20240307,4909.327,-0.6006
H00300.CSI,20240306,4938.992,-0.4057
H00300.CSI,20240305,4959.1124,0.696
H00300.CSI,20240304,4924.8338,0.0866
H00300.CSI,20240301,4920.5711,0.6178
H00300.CSI,20240229,4890.3601,1.9078
H00300.CSI,20240228,4798.8101,-1.2741
H00300.CSI,20240227,4860.7417,1.1997
H00300.CSI,20240226,4803.12,-1.0426
H00300.CSI,20240223,4853.7236,0.088
H00300.CSI,20240222,4849.458,0.8621
H00300.CSI,20240221,4808.0058,1.3491
H00300.CSI,20240220,4744.0027,0.207
H00300.CSI,20240219,4734.2022,1.1554
H00300.CSI,20240208,4680.1284,0.637
H00300.CSI,20240207,4650.504,0.9644
H00300.CSI,20240206,4606.0828,3.4767
H00300.CSI,20240205,4451.3218,0.654
H00300.CSI,20240202,4422.4002,-1.1836
H00300.CSI,20240201,4475.3685,0.0734
H00300.CSI,20240131,4472.0872,-0.9148
H00300.CSI,20240130,4513.3774,-1.7834
H00300.CSI,20240129,4595.3289,-0.8957
H00300.CSI,20240126,4636.8611,-0.2721
H00300.CSI,20240125,4649.5146,2.0082
H00300.CSI,20240124,4557.9824,1.3978
H00300.CSI,20240123,4495.1491,0.4048
H00300.CSI,20240122,4477.0245,-1.5559
H00300.CSI,20240119,4547.7839,-0.1512
H00300.CSI,20240118,4554.6718,1.4136
H00300.CSI,20240117,4491.184,-2.175
H00300.CSI,20240116,4591.0393,0.6083
H00300.CSI,20240115,4563.2824,-0.0989
H00300.CSI,20240112,4567.7987,-0.3491
H00300.CSI,20240111,4583.8006,0.5658
H00300.CSI,20240110,4558.0104,-0.4668
H00300.CSI,20240109,4579.3884,0.1961
H00300.CSI,20240108,4570.4272,-1.2933
H00300.CSI,20240105,4630.3103,-0.536
H00300.CSI,20240104,4655.263,-0.9249
H00300.CSI,20240103,4698.7205,-0.2379
H00300.CSI,20240102,4709.924,-1.3045
H00300.CSI,20231229,4772.1754,0.4853
H00300.CSI,20231228,4749.1296,2.3434
H00300.CSI,20231227,4640.3882,0.3479
H00300.CSI,20231226,4624.3002,-0.677
H00300.CSI,20231225,4655.8178,0.3112
H00300.CSI,20231222,4641.3733,0.1909
H00300.CSI,20231221,4632.5303,1.0119
H00300.CSI,20231220,4586.1231,-1.0065
H00300.CSI,20231219,4632.7506,0.1404
H00300.CSI,20231218,4626.2539,-0.3647
H00300.CSI,20231215,4643.1868,-0.3106
H00300.CSI,20231214,4657.6547,-0.5235
H00300.CSI,20231213,4682.1676,-1.6691
H00300.CSI,20231212,4761.646,0.2149
H00300.CSI,20231211,4751.4354,0.5881
H00300.CSI,20231208,4723.6546,0.2504
